availability,size,total_sqft,bath,balcony,price,location
Ready To Move,2 BHK,1105,2,1,56.64,Kathmandu
18-Jul,2 BHK,1333,2,1,125.696,Lalitpur
17-Sep,2 BHK,1065,2,2,72,Lalitpur
Immediate Possession,,1350,,,13.504,Bhaktapur
Ready To Move,2 BHK,1243,2,2,73.6,Kathmandu
18-Dec,3 BHK,1530,3,2,122.144,Lalitpur
Ready To Move,2 Bedroom,1200,2,1,104,Lalitpur
Ready To Move,2 BHK,1270,2,1,150.4,Kathmandu
Ready To Move,3 BHK,1830,3,3,142.4,Bhaktapur
Ready To Move,2 BHK,900,2,3,56,Kathmandu
Ready To Move,4 Bedroom,2400,2,2,400,Lalitpur
Ready To Move,6 Bedroom,7000,6,2,896,Kathmandu
Ready To Move,3 BHK,1450,2,2,124.8,Bhaktapur
Ready To Move,3 BHK,1525,3,3,104,Kathmandu
Ready To Move,2 BHK,1080,2,1,107.2,Bhaktapur
Ready To Move,2 BHK,1220,2,2,115.2,Lalitpur
Ready To Move,2 BHK,1200,2,2,71.04,Lalitpur
Ready To Move,2 BHK,1215 - 1495,2,0,117.072,Kathmandu
Ready To Move,3 Bedroom,2400,3,0,556.8,Kathmandu
Ready To Move,2 BHK,1500,2,2,96,Bhaktapur
Ready To Move,2 BHK,1355,2,2,152,Bhaktapur
17-Jul,2 BHK,1070,2,1,91.2,Bhaktapur
Ready To Move,3 BHK,1980,4,1,288,Bhaktapur
Ready To Move,2 BHK,842,2,2,48,Lalitpur
Ready To Move,1 BHK,700,1,1,49.92,Bhaktapur
Ready To Move,3 BHK,2500,4,,104,Lalitpur
Ready To Move,3 Bedroom,1884,3,2,152,Bhaktapur
Ready To Move,2 BHK,1100,2,2,120,Lalitpur
Ready To Move,2 BHK,1196,2,2,64.864,Lalitpur
Ready To Move,3 BHK,1820,3,2,136,Lalitpur
Ready To Move,8 Bedroom,1200,8,,232,Bhaktapur
Ready To Move,2 BHK,1185,2,2,69.6,Kathmandu
Ready To Move,3 BHK,2145,3,2,272,Kathmandu
Ready To Move,2 BHK,1220,2,1,142.4,Lalitpur
Ready To Move,2 BHK,1116,2,3,83.056,Lalitpur
Ready To Move,2 BHK,1192,2,3,120,Kathmandu
Ready To Move,3 BHK,1449,3,2,176,Kathmandu
Ready To Move,3 Bedroom,2500,3,1,400,Kathmandu
Ready To Move,3 BHK,1700,3,2,144,Lalitpur
18-Aug,3 BHK,1920,3,2,240,Kathmandu
Ready To Move,2 Bedroom,1350,2,0,144,Kathmandu
Ready To Move,4 Bedroom,4800,5,2,560,Lalitpur
Ready To Move,3 BHK,1700,3,2,118.4,Lalitpur
19-Dec,2 BHK,1447,3,2,121.6,Kathmandu
19-Jul,2 BHK,1329,2,1,171.2,Kathmandu
Ready To Move,3 BHK,1314,2,2,112.704,Lalitpur
Ready To Move,3 Bedroom,1200,3,2,176,Bhaktapur
Ready To Move,6 Bedroom,1214,3,0,352,Bhaktapur
19-Mar,3 BHK,1513,3,1,164.8,Kathmandu
Ready To Move,3 Bedroom,6Acres,2,0,128,Kathmandu
Ready To Move,2 BHK,1246,2,1,108,Lalitpur
Ready To Move,1 BHK,705,1,1,104,Lalitpur
Ready To Move,2 BHK,1220,2,2,99.2,Bhaktapur
Ready To Move,3 BHK,1800,2,1,72,Kathmandu
Ready To Move,3 BHK,1400,3,2,120,Kathmandu
Ready To Move,2 BHK,1245,2,2,128,Kathmandu
Ready To Move,3 BHK,1495,2,1,100.8,Kathmandu
Ready To Move,3 Bedroom,2000,2,2,440,Lalitpur
Ready To Move,2 BHK,996,2,2,58.4,Lalitpur
Ready To Move,2 BHK,1000,2,1,70.4,Kathmandu
Ready To Move,2 BHK,1250,2,3,120,Lalitpur
18-Aug,2 BHK,975,2,1,39.776,Kathmandu
Ready To Move,3 BHK,1261,2,1,128,Kathmandu
Ready To Move,2 BHK,1080,2,2,73.6,Lalitpur
Ready To Move,2 BHK,1230,2,1,80,Kathmandu
18-Mar,2 BHK,982,2,2,40.848,Kathmandu
18-May,3 BHK,1260,3,1,78.976,Bhaktapur
Ready To Move,3 BHK,1590,2,2,216,Kathmandu
Ready To Move,2 BHK,1220,2,2,62.4,Kathmandu
18-May,3 BHK,1320,2,1,60.992,Kathmandu
Ready To Move,3 BHK,1750,3,2,168,Kathmandu
Ready To Move,3 BHK,1436,2,3,99.44,Kathmandu
18-Apr,3 Bedroom,1200,2,0,105.6,Bhaktapur
Ready To Move,2 BHK,1500,2,,224,Kathmandu
Ready To Move,3 BHK,1560,3,2,144,Bhaktapur
19-Jan,3 BHK,3758,3,1,480,Kathmandu
Ready To Move,2 BHK,1275,2,2,94.4,Lalitpur
Ready To Move,2 BHK,1040,2,2,58.24,Kathmandu
Ready To Move,3 BHK,2400,3,2,184,Bhaktapur
Ready To Move,6 Bedroom,1500,9,3,368,Kathmandu
18-May,4 Bedroom,3150,5,1,339.2,Lalitpur
Ready To Move,3 BHK,1960,3,2,264,Lalitpur
Ready To Move,4 BHK,3200,5,3,494.4,Kathmandu
Ready To Move,2 BHK,1195,2,2,160,Kathmandu
Ready To Move,2 BHK,1140 - 1250,2,0,84.968,Lalitpur
Ready To Move,5 BHK,4500,5,2,232,Bhaktapur
Ready To Move,3 Bedroom,450,3,1,112,Kathmandu
18-Apr,4 Bedroom,4304,4,2,1118.4,Kathmandu
18-Jun,1 BHK,648,1,1,64,Kathmandu
Ready To Move,3 BHK,2100,3,2,208,Bhaktapur
19-Dec,4 BHK,4209,4,2,963.2,Lalitpur
Ready To Move,2 BHK,1027,2,1,70.4,Lalitpur
Ready To Move,4 Bedroom,1575,4,3,400,Bhaktapur
18-May,3 BHK,1365,3,1,84.512,Lalitpur
Ready To Move,1 BHK,650,1,1,28.8,Bhaktapur
18-Nov,3 Bedroom,1200,2,1,83.2,Lalitpur
Ready To Move,2 BHK,1100,2,3,144,Lalitpur
Ready To Move,3 BHK,1075,2,1,91.2,Bhaktapur
Ready To Move,2 BHK,1100,2,1,100.8,Kathmandu
Ready To Move,3 BHK,1320,2,1,92.8,Lalitpur
Ready To Move,3 BHK,1500,3,2,104,Lalitpur
Ready To Move,4 Bedroom,1200,5,1,240,Lalitpur
Ready To Move,4 Bedroom,1125,3,2,201.6,Kathmandu
Ready To Move,2 BHK,1246,2,1,108,Kathmandu
18-Apr,3 BHK,1718,3,2,144.32,Lalitpur
Ready To Move,3 BHK,1075,2,1,51.2,Lalitpur
18-Oct,3 BHK,1480,3,1,120.768,Bhaktapur
Ready To Move,1 BHK,500,1,1,20.8,Lalitpur
Ready To Move,5 Bedroom,2400,4,1,520,Kathmandu
18-May,4 Bedroom,1200,4,2,200,Kathmandu
Ready To Move,2 BHK,1041,2,1,58.304,Lalitpur
Ready To Move,2 BHK,1128,2,2,77.44,Kathmandu
Ready To Move,3 BHK,1685,3,1,144,Lalitpur
Ready To Move,2 BHK,1180,2,2,104,Bhaktapur
Ready To Move,2 BHK,1200,2,1,96,Bhaktapur
18-Apr,3 BHK,1250,3,2,63.2,Kathmandu
21-Dec,2 BHK,900,2,1,65.6,Kathmandu
Ready To Move,2 BHK,1000,2,1,72,Lalitpur
Ready To Move,2 Bedroom,600,2,2,128,Kathmandu
Ready To Move,4 Bedroom,600,3,2,131.2,Lalitpur
Ready To Move,2 BHK,1404,2,1,112,Lalitpur
Ready To Move,3 BHK,1610,2,2,184,Bhaktapur
18-Jul,2 BHK,1760,2,1,136,Lalitpur
Ready To Move,2 BHK,975,2,1,88,Bhaktapur
Ready To Move,2 BHK,1190,2,2,67.2,Kathmandu
Ready To Move,2 BHK,1110,2,1,73.6,Bhaktapur
Ready To Move,3 BHK,2415,3,2,638.4,Lalitpur
18-May,2 BHK,1235,2,2,71.2,Kathmandu
Ready To Move,2 BHK,1275,2,3,88,Bhaktapur
Ready To Move,2 BHK,1115,2,1,184,Lalitpur
Ready To Move,2 BHK,1197,2,1,121.6,Bhaktapur
20-Dec,1 BHK,644,1,1,51.2,Kathmandu
Ready To Move,2 BHK,1251,2,3,75.2,Kathmandu
18-Apr,2 BHK,1105,2,2,48,Kathmandu
18-Aug,2 BHK,1080,2,2,60.8,Kathmandu
Ready To Move,4 BHK,2100,3,1,182.4,Kathmandu
Ready To Move,4 Bedroom,1600,4,1,320,Lalitpur
Ready To Move,3 BHK,1731,3,3,102.576,Bhaktapur
Ready To Move,2 BHK,1206,2,1,88,Kathmandu
Ready To Move,3 BHK,1560,3,2,124.8,Bhaktapur
Ready To Move,1 BHK,750,1,2,75.2,Bhaktapur
Ready To Move,2 BHK,1035,2,2,144,Kathmandu
Ready To Move,7 Bedroom,1200,6,2,240,Lalitpur
Ready To Move,1 BHK,702,1,0,57.28,Kathmandu
Ready To Move,3 Bedroom,1700,3,1,104,Bhaktapur
Ready To Move,2 BHK,1145,2,2,109.6,Lalitpur
Ready To Move,3 BHK,1208,2,2,69.6,Bhaktapur
Ready To Move,3 BHK,1589,3,2,118.4,Bhaktapur
Ready To Move,2 BHK,560,2,1,35.2,Kathmandu
Ready To Move,3 BHK,1426,2,2,98.4,Bhaktapur
Ready To Move,3 BHK,1885,3,2,216,Bhaktapur
18-Mar,2 BHK,935,2,0,60.432,Bhaktapur
18-Apr,2 BHK,1171,2,2,116.8,Lalitpur
Ready To Move,2 BHK,1465,2,3,96,Lalitpur
Ready To Move,3 BHK,1820,3,2,152,Kathmandu
Ready To Move,3 BHK,1580,2,2,106.96,Bhaktapur
Ready To Move,3 BHK,1452,2,2,74.064,Bhaktapur
Ready To Move,3 BHK,1445,2,1,143.296,Kathmandu
Ready To Move,2 BHK,1170,2,1,62.4,Bhaktapur
Ready To Move,2 BHK,1070,2,1,80,Lalitpur
21-Dec,3 BHK,1100,3,2,84.8,Bhaktapur
18-Mar,2 BHK,1140,2,2,89.6,Lalitpur
Ready To Move,3 BHK,2600,3,2,256,Lalitpur
Ready To Move,3 BHK,1532,3,2,95.6,Bhaktapur
Ready To Move,2 BHK,1150,2,1,73.6,Lalitpur
Ready To Move,2 BHK,1473,2,1,136,Bhaktapur
Ready To Move,3 BHK,1350,3,2,129.584,Lalitpur
Ready To Move,4 BHK,4040,4,0,800,Kathmandu
18-Jan,3 BHK,1980,4,2,265.6,Kathmandu
22-Jun,3 BHK,1660,3,2,204.8,Lalitpur
Ready To Move,7 Bedroom,2456,7,2,136,Kathmandu
Ready To Move,2 BHK,650,2,2,72,Bhaktapur
Ready To Move,5 Bedroom,4000,5,2,680,Bhaktapur
Ready To Move,3 BHK,2475,4,3,544,Kathmandu
Ready To Move,3 BHK,1495,3,2,144,Bhaktapur
Ready To Move,2 BHK,1080,2,1,76.8,Lalitpur
Ready To Move,3 BHK,1521,2,2,92,Lalitpur
Ready To Move,2 BHK,1053,2,0,81.6,Lalitpur
18-Mar,3 BHK,2406,5,2,462.4,Lalitpur
Ready To Move,4 Bedroom,800,5,3,184,Bhaktapur
Ready To Move,2 BHK,1050,2,1,67.2,Bhaktapur
Ready To Move,3 BHK,1430,2,2,82.368,Kathmandu
Ready To Move,3 BHK,2400,3,2,19.2,Lalitpur
18-Apr,3 BHK,1250,3,2,62.4,Lalitpur
Ready To Move,4 Bedroom,1200,2,1,120,Kathmandu
Ready To Move,1 Bedroom,840,1,1,240,Kathmandu
Ready To Move,2 BHK,1000,2,2,63.2,Bhaktapur
Ready To Move,3 BHK,1630,3,3,108.8,Kathmandu
Ready To Move,2 BHK,985,2,1,64.8,Kathmandu
Ready To Move,2 BHK,1200,2,2,112,Bhaktapur
Ready To Move,3 BHK,1650,3,3,160,Kathmandu
Ready To Move,3 BHK,1670,3,2,94.4,Kathmandu
Ready To Move,5 BHK,1200,5,,328,Kathmandu
16-Jan,4 Bedroom,1240,4,0,176,Kathmandu
Ready To Move,2 BHK,1000,2,2,96,Bhaktapur
Ready To Move,2 BHK,830,2,2,41.6,Kathmandu
18-Jul,3 Bedroom,1200,3,1,89.76,Lalitpur
Ready To Move,5 Bedroom,9600,7,2,4377.6,Bhaktapur
19-Aug,4 BHK,2400 - 2600,6,0,196,Kathmandu
Ready To Move,2 BHK,1140,2,2,68.8,Lalitpur
Ready To Move,3 BHK,1635,3,3,136,Kathmandu
Ready To Move,2 BHK,1120,2,1,112,Lalitpur
Ready To Move,6 Bedroom,2750,6,3,320,Lalitpur
Ready To Move,3 BHK,1760,3,2,296,Lalitpur
Ready To Move,3 BHK,2137,3,2,176,Kathmandu
Ready To Move,2 BHK,973,2,1,81.184,Lalitpur
18-Jun,3 BHK,1724,3,1,233.6,Bhaktapur
Ready To Move,2 BHK,1020,2,2,65.264,Kathmandu
Ready To Move,4 Bedroom,1200,4,3,600,Kathmandu
Ready To Move,1 BHK,750,1,1,56,Lalitpur
Ready To Move,2 BHK,883,2,1,78.4,Bhaktapur
Ready To Move,2 Bedroom,660,2,0,121.6,Bhaktapur
Ready To Move,4 BHK,2787,5,2,352,Lalitpur
Ready To Move,3 BHK,1470,2,3,96,Lalitpur
20-Apr,2 BHK,891,2,1,39.92,Lalitpur
Ready To Move,2 BHK,1275,2,1,121.6,Lalitpur
Ready To Move,3 BHK,1787,3,2,192,Kathmandu
Ready To Move,5 Bedroom,1730,5,2,120,Kathmandu
Ready To Move,2 BHK,1320,2,2,176,Kathmandu
18-Aug,3 BHK,1692,3,3,172.8,Bhaktapur
Ready To Move,3 BHK,1400,3,2,110.4,Kathmandu
Ready To Move,2 BHK,1115,2,1,80,Bhaktapur
Ready To Move,2 BHK,1370,2,2,89.6,Bhaktapur
18-Feb,3 BHK,1602,3,2,89.6,Lalitpur
20-Dec,1 BHK,793,1,1,64,Kathmandu
Ready To Move,1 BHK,675,1,1,56,Lalitpur
Ready To Move,4 Bedroom,3250,4,2,217.6,Lalitpur
Ready To Move,2 BHK,1050,2,3,68.8,Lalitpur
Ready To Move,2 BHK,1035,2,1,68,Bhaktapur
17-Feb,3 BHK,1200,2,2,70.4,Kathmandu
Ready To Move,3 BHK,1800,3,2,204.8,Kathmandu
Ready To Move,3 BHK,1625,3,2,112,Bhaktapur
20-Dec,2 BHK,1032,2,1,51.184,Lalitpur
18-Apr,3 BHK,1496,2,1,114.896,Kathmandu
18-May,2 BHK,1100,2,2,60.8,Lalitpur
Ready To Move,3 BHK,1500,3,2,80,Bhaktapur
18-Dec,2 BHK,1125,2,1,52.208,Kathmandu
Ready To Move,3 BHK,1555,3,3,116.8,Bhaktapur
Ready To Move,2 BHK,1025,2,1,67.2,Bhaktapur
19-Mar,3 BHK,1482,2,1,133.968,Lalitpur
Ready To Move,3 BHK,1630,2,2,208,Lalitpur
Ready To Move,2 BHK,900,2,1,71.2,Lalitpur
Ready To Move,3 BHK,1355,2,3,120,Bhaktapur
18-May,4 Bedroom,2360,4,2,961.6,Lalitpur
Ready To Move,2 BHK,1200,2,2,72,Kathmandu
Ready To Move,3 BHK,1563,3,2,100.8,Kathmandu
Ready To Move,4 Bedroom,1344,4,1,134.4,Kathmandu
Ready To Move,3 BHK,3000,3,2,640,Bhaktapur
Ready To Move,2 BHK,812,2,1,67.2,Bhaktapur
18-Apr,2 BHK,1200,2,1,112,Lalitpur
Ready To Move,4 BHK,3175,4,1,249.6,Bhaktapur
Ready To Move,2 BHK,1360,2,1,161.6,Bhaktapur
Ready To Move,3 BHK,1835,3,3,140.8,Bhaktapur
Ready To Move,3 BHK,1756,3,2,176,Kathmandu
Ready To Move,3 BHK,1296,2,2,82.928,Bhaktapur
Ready To Move,2 BHK,1300,2,1,120,Kathmandu
Ready To Move,2 BHK,1141,2,1,80,Bhaktapur
Ready To Move,3 BHK,1270,2,2,81.264,Bhaktapur
Ready To Move,2 BHK,1210,2,1,88,Lalitpur
Ready To Move,2 BHK,1310,2,2,107.2,Lalitpur
Ready To Move,5 Bedroom,1356,5,2,222.4,Lalitpur
18-Aug,3 BHK,1052 - 1322,2,0,88.312,Kathmandu
Ready To Move,3 BHK,1745,3,2,224,Lalitpur
17-Aug,5 Bedroom,1200,5,1,200,Lalitpur
Ready To Move,2 BHK,1050,2,2,59.2,Bhaktapur
Ready To Move,4 Bedroom,2400,4,3,800,Bhaktapur
18-Apr,2 BHK,1140,2,1,54.4,Lalitpur
Ready To Move,2 BHK,1210,2,2,86.4,Lalitpur
18-May,3 BHK,2035,3,2,227.2,Kathmandu
Ready To Move,1 BHK,633,1,1,27.344,Bhaktapur
Ready To Move,1 BHK,485,1,1,31.2,Bhaktapur
Ready To Move,2 BHK,1112,2,2,64,Lalitpur
Ready To Move,2 Bedroom,1200,2,0,131.2,Kathmandu
Ready To Move,3 BHK,2275,4,2,299.2,Bhaktapur
Ready To Move,3 BHK,1419,3,2,136,Lalitpur
18-Apr,2 BHK,1195,2,,67.84,Lalitpur
Ready To Move,3 Bedroom,2020,3,3,432,Kathmandu
Ready To Move,2 BHK,1047,2,2,145.6,Lalitpur
Ready To Move,3 BHK,1884,4,2,187.2,Lalitpur
Ready To Move,3 Bedroom,1200,3,2,238.4,Bhaktapur
Ready To Move,2 BHK,905,2,1,92.8,Bhaktapur
Ready To Move,3 BHK,1500,2,1,172.8,Bhaktapur
Ready To Move,1 BHK,850,1,0,80,Kathmandu
18-Aug,2 BHK,1125,2,1,51.984,Bhaktapur
Ready To Move,2 BHK,1165,2,2,95.68,Bhaktapur
Ready To Move,2 BHK,933,2,0,88,Kathmandu
Ready To Move,3 BHK,1305,2,1,123.2,Kathmandu
Ready To Move,2 BHK,1125,2,1,104,Kathmandu
Ready To Move,2 BHK,865,2,2,52.8,Bhaktapur
Ready To Move,3 BHK,1245,3,3,105.6,Kathmandu
Ready To Move,2 BHK,8840,2,3,480,Kathmandu
Ready To Move,3 BHK,1145,2,2,96,Kathmandu
Ready To Move,3 BHK,2000,3,1,144,Bhaktapur
19-Mar,1 BHK,625,1,1,69.888,Kathmandu
Ready To Move,3 BHK,1724,3,2,204.8,Bhaktapur
Ready To Move,1 Bedroom,400,1,1,120,Kathmandu
Ready To Move,3 BHK,1270,2,1,86.4,Kathmandu
18-Apr,3 BHK,1250,3,2,63.2,Kathmandu
20-Dec,3 BHK,1485,3,2,115.2,Bhaktapur
Ready To Move,2 BHK,823,2,1,128,Lalitpur
Ready To Move,2 BHK,990,2,2,80,Lalitpur
Ready To Move,3 Bedroom,1200,2,0,105.6,Kathmandu
18-Mar,2 BHK,1185,2,2,94.4,Bhaktapur
Ready To Move,2 BHK,1140,2,1,124.8,Bhaktapur
Ready To Move,3 BHK,1950,4,2,192,Kathmandu
Ready To Move,3 BHK,1756,3,2,200,Kathmandu
Ready To Move,4 Bedroom,2600,4,2,480,Bhaktapur
19-Sep,1 BHK,520,1,1,22.464,Bhaktapur
Ready To Move,2 BHK,1025,2,1,76.8,Kathmandu
18-Jun,2 BHK,1216,2,1,115.2,Bhaktapur
Ready To Move,2 BHK,1026,2,2,97.28,Lalitpur
Ready To Move,4 BHK,3335,4,3,480,Lalitpur
Ready To Move,5 Bedroom,2700,4,2,200,Bhaktapur
18-Apr,3 BHK,1411,2,2,96,Kathmandu
Ready To Move,3 BHK,1320,2,1,63.36,Kathmandu
Ready To Move,2 BHK,1320,2,0,80,Lalitpur
Ready To Move,4 Bedroom,615,4,2,176,Kathmandu
Ready To Move,3 BHK,1804,3,2,248,Lalitpur
Ready To Move,2 BHK,1140,2,2,73.6,Kathmandu
18-Apr,4 Bedroom,1200,4,1,168,Kathmandu
Ready To Move,4 BHK,2375,4,2,302.4,Bhaktapur
Ready To Move,3 Bedroom,1750,3,2,192,Lalitpur
Ready To Move,9 Bedroom,960,5,2,208,Kathmandu
Ready To Move,2 BHK,1152,2,2,88,Lalitpur
Ready To Move,2 BHK,965,2,1,86.4,Kathmandu
Ready To Move,3 BHK,1684,3,1,192,Bhaktapur
Ready To Move,3 BHK,1672,3,2,137.6,Bhaktapur
Ready To Move,2 BHK,1075,2,2,96,Lalitpur
Ready To Move,3 Bedroom,1500,5,2,152,Bhaktapur
Ready To Move,3 BHK,1464,3,2,89.6,Bhaktapur
18-Dec,2 BHK,1420,2,1,158.816,Bhaktapur
Ready To Move,2 BHK,750,2,0,64,Bhaktapur
Ready To Move,2 BHK,1169,2,2,102.528,Bhaktapur
18-Jul,3 BHK,1290,2,1,99.2,Kathmandu
Ready To Move,2 BHK,1160,2,2,64.96,Kathmandu
Ready To Move,7 Bedroom,2800,5,3,152,Lalitpur
Ready To Move,3 BHK,1500,3,2,112,Kathmandu
Ready To Move,3 BHK,1850,3,1,288,Lalitpur
18-Jan,3 BHK,1300,3,2,73.6,Kathmandu
18-May,3 BHK,1310,2,1,60.544,Bhaktapur
Ready To Move,3 BHK,2750,5,2,880,Bhaktapur
Ready To Move,3 BHK,2150,3,0,272,Lalitpur
Ready To Move,6 BHK,5100,5,3,480,Bhaktapur
21-Dec,3 BHK,1300,2,3,110.4,Lalitpur
Ready To Move,3 Bedroom,1875,2,1,176,Bhaktapur
Ready To Move,3 BHK,1260,2,1,131.2,Lalitpur
Ready To Move,5 Bedroom,2500,4,3,160,Bhaktapur
19-Jun,2 BHK,1241,2,1,102.4,Lalitpur
Ready To Move,2 BHK,1025,2,2,72.8,Bhaktapur
Ready To Move,2 Bedroom,1500,1,0,348.8,Bhaktapur
17-Jun,2 BHK,1070,2,1,96,Kathmandu
Ready To Move,2 BHK,815,2,1,64,Kathmandu
Ready To Move,3 BHK,2000,3,3,168,Kathmandu
Ready To Move,2 BHK,1400,2,1,304,Kathmandu
Ready To Move,4 Bedroom,1740,4,3,280,Lalitpur
Ready To Move,4 BHK,5666 - 5669,5,0,480,Bhaktapur
18-Apr,2 BHK,1216,2,2,112,Lalitpur
Ready To Move,3 BHK,2200,2,1,304,Bhaktapur
Ready To Move,4 Bedroom,3500,5,2,720,Kathmandu
Ready To Move,6 Bedroom,970,6,3,168,Bhaktapur
Ready To Move,7 Bedroom,3150,7,3,600,Bhaktapur
Ready To Move,2 Bedroom,1200,2,0,99.2,Kathmandu
Ready To Move,2 BHK,1026,2,1,80.288,Kathmandu
Ready To Move,1 BHK,450,1,1,32,Kathmandu
Ready To Move,2 BHK,1205,2,1,73.264,Kathmandu
Ready To Move,2 BHK,1368,2,3,139.2,Bhaktapur
Ready To Move,1 BHK,420,1,1,20,Kathmandu
Ready To Move,2 BHK,1270,2,2,67.2,Bhaktapur
Ready To Move,2 BHK,614,1,1,44.8,Lalitpur
18-May,2 Bedroom,1050,2,0,92.8,Kathmandu
Ready To Move,2 BHK,1408,2,2,92.8,Lalitpur
Ready To Move,3 BHK,1223,2,2,68.496,Lalitpur
Ready To Move,3 BHK,1507,3,1,128,Lalitpur
Ready To Move,2 BHK,1160,2,2,91.2,Kathmandu
Ready To Move,3 Bedroom,1200,3,1,112,Bhaktapur
Ready To Move,2 BHK,960,2,3,80,Lalitpur
Ready To Move,2 BHK,1021,2,2,73.6,Kathmandu
Ready To Move,3 BHK,2162.03,4,2,206.4,Kathmandu
Ready To Move,2 BHK,1065,2,1,57.6,Lalitpur
Ready To Move,1 BHK,400,1,1,16.4,Kathmandu
Ready To Move,3 BHK,1465,2,1,120,Lalitpur
20-Dec,2 BHK,900,2,1,65.6,Lalitpur
Ready To Move,3 BHK,1800,3,2,152,Bhaktapur
Ready To Move,2 BHK,1175,2,2,132.8,Lalitpur
Ready To Move,3 BHK,6729,4,,1440,Bhaktapur
Ready To Move,4 Bedroom,1500,4,1,576,Lalitpur
Ready To Move,2 BHK,1050,2,0,94.4,Kathmandu
18-Aug,3 BHK,1400,2,2,64.688,Kathmandu
Ready To Move,3 BHK,1650,3,1,240,Bhaktapur
Ready To Move,3 BHK,1827,3,2,155.2,Kathmandu
Ready To Move,3 BHK,1930,4,2,195.2,Kathmandu
18-Feb,2 BHK,883,2,1,59.2,Kathmandu
Ready To Move,1 BHK,550,1,1,26.8,Lalitpur
18-Dec,3 BHK,1400,2,1,64.704,Bhaktapur
18-Aug,4 Bedroom,1350,4,1,496,Lalitpur
Ready To Move,3 BHK,1290,2,3,61.904,Kathmandu
Ready To Move,3 BHK,1021,3,2,94.4,Lalitpur
17-Dec,2 BHK,1158,2,1,88,Kathmandu
Ready To Move,5 Bedroom,1200,4,1,158.4,Kathmandu
Ready To Move,3 BHK,1400,2,2,216,Kathmandu
Ready To Move,4 Bedroom,2400,3,0,320,Bhaktapur
18-Apr,3 BHK,1200,2,1,92.64,Kathmandu
Ready To Move,3 BHK,1520,3,2,200,Lalitpur
18-Nov,1 BHK,620 - 934,1,0,61.536,Bhaktapur
Ready To Move,3 BHK,2710,3,2,283.2,Kathmandu
Ready To Move,2 BHK,1150,2,2,91.2,Bhaktapur
Ready To Move,2 BHK,1101,2,2,59.2,Bhaktapur
Ready To Move,3 BHK,1200,2,3,176,Lalitpur
21-Dec,2 BHK,1252,2,1,147.2,Bhaktapur
Ready To Move,3 BHK,1650,3,2,136,Kathmandu
Ready To Move,2 BHK,1270,2,2,128,Bhaktapur
Ready To Move,2 BHK,992,2,1,112,Bhaktapur
Ready To Move,3 BHK,2000,3,2,136,Lalitpur
Ready To Move,2 BHK,893,2,2,55.2,Bhaktapur
Ready To Move,3 BHK,1075,2,1,66.384,Lalitpur
Ready To Move,7 Bedroom,3200,7,0,240,Lalitpur
Ready To Move,2 BHK,1190,2,1,67.2,Bhaktapur
Ready To Move,3 Bedroom,800,2,0,96,Bhaktapur
Ready To Move,3 BHK,1814,3,3,100.8,Kathmandu
Ready To Move,3 BHK,1400,3,2,156.8,Lalitpur
Ready To Move,5 Bedroom,1400,6,3,403.2,Bhaktapur
Ready To Move,3 BHK,1344,2,0,89.6,Kathmandu
Ready To Move,4 Bedroom,5400,5,3,760,Lalitpur
Ready To Move,3 BHK,1843,3,2,152,Kathmandu
18-Feb,2 BHK,1138,2,1,51.2,Kathmandu
Ready To Move,3 BHK,1495,2,2,112,Lalitpur
Ready To Move,2 BHK,880,2,1,30.4,Bhaktapur
18-Apr,3 BHK,1396,3,1,118.4,Lalitpur
Ready To Move,3 BHK,1610,2,3,190.4,Bhaktapur
Ready To Move,2 BHK,1050,2,2,88,Kathmandu
14-Jul,3 BHK,1410,2,2,69.936,Lalitpur
Ready To Move,2 BHK,1050,2,2,60.48,Kathmandu
Ready To Move,3 BHK,1310,2,1,136,Kathmandu
Ready To Move,2 BHK,1104,2,2,92.8,Lalitpur
19-Mar,2 BHK,1165,2,1,107.2,Bhaktapur
Ready To Move,2 BHK,1027,2,2,70.4,Lalitpur
Ready To Move,2 BHK,1310,2,3,96,Lalitpur
Ready To Move,2 BHK,1052,2,2,83.2,Kathmandu
Ready To Move,3 BHK,1464,3,2,89.6,Kathmandu
Ready To Move,2 BHK,1000,2,2,72,Bhaktapur
18-May,3 BHK,2240,3,2,480,Lalitpur
Ready To Move,2 BHK,1150,2,1,60.928,Lalitpur
19-Dec,3 BHK,2019,3,1,113.072,Bhaktapur
Ready To Move,2 BHK,986,2,1,49.6,Bhaktapur
Ready To Move,1 Bedroom,1350,1,1,232,Bhaktapur
Ready To Move,8 BHK,800,8,,224,Bhaktapur
Ready To Move,3 BHK,1893,4,2,152,Bhaktapur
Ready To Move,3 BHK,1318,3,2,89.6,Lalitpur
Ready To Move,3 BHK,1325,2,2,92.8,Kathmandu
Ready To Move,2 BHK,800,2,1,52.8,Lalitpur
Ready To Move,3 BHK,1300,3,2,67.6,Kathmandu
Ready To Move,3 BHK,1300,2,2,96,Kathmandu
Ready To Move,2 BHK,1010,2,1,83.2,Lalitpur
Ready To Move,2 BHK,1260,2,3,120,Lalitpur
Ready To Move,4 Bedroom,2500,4,0,272,Kathmandu
Ready To Move,3 Bedroom,1520,3,1,264,Bhaktapur
Ready To Move,3 BHK,1665,3,,136,Kathmandu
Ready To Move,3 BHK,1800,3,,128,Kathmandu
Ready To Move,2 BHK,1197,2,1,120,Kathmandu
Ready To Move,2 BHK,1050,2,2,72,Bhaktapur
